key,gid,title,ko,en,title_en,src,aip,status,note
366:0,366,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face east.,,aip,AMDT 7/26,review,
366:1,366,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face west.,,aip,AMDT 7/26,review,
367:0,367,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face east.,,aip,AMDT 7/26,review,
367:1,367,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face west.,,aip,AMDT 7/26,review,
368:0,368,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face east.,,aip,AMDT 7/26,review,
368:1,368,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face west.,,aip,AMDT 7/26,review,
369:0,369,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face east.,,aip,AMDT 7/26,review,
369:1,369,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face west.,,aip,AMDT 7/26,review,
370:0,370,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face east.,,aip,AMDT 7/26,review,
370:1,370,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face west.,,aip,AMDT 7/26,review,
371:0,371,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face east.,,aip,AMDT 7/26,review,
371:1,371,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face west.,,aip,AMDT 7/26,review,
372:0,372,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face east.,,aip,AMDT 7/26,review,
372:1,372,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face west.,,aip,AMDT 7/26,review,
373:0,373,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face east.,,aip,AMDT 7/26,review,
373:1,373,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face west.,,aip,AMDT 7/26,review,
374:0,374,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face east.,,aip,AMDT 7/26,review,
374:1,374,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face west.,,aip,AMDT 7/26,review,
375:0,375,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face east.,,aip,AMDT 7/26,review,
375:1,375,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R11 to face west.,,aip,AMDT 7/26,review,
376:0,376,Pushback Approved to Face West,"항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 R11 유도선에 위치하도록 푸쉬백한다. * B737, A320, A220 시리즈 항공기는 P/B 필요 그 외 기종은 주기장에서 엔진시동 후 RIGHT TURN 출발 가능","The aircraft shall be pushed back onto taxilane R11 to face west. * Pushback is required for the B737, A320 and A220 series. Other types can start engines on the stand and depart with a right turn.",,aip+tr,AMDT 7/26,review,
501:0,501,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip+tr,,review,
501:1,501,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
501:2,501,Pushback Approved to Face Point 58,항공기를 후방견인한후 기수방향을 북쪽으로 향하게 하고 R1유도선을 따라 견인하여 Nose Gear를 Point 58에 정대시킨다.,The aircraft shall be pushed back to face north and then towed forward along taxilane R1 until its nosewheel is at spot 58.,,aip+tr,,review,
502:0,502,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
502:1,502,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip,AMDT 7/26,review,
503:0,503,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
503:1,503,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip,AMDT 7/26,review,
504:0,504,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
504:1,504,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip,AMDT 7/26,review,
505:0,505,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
505:1,505,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip,AMDT 7/26,review,
506:0,506,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
506:1,506,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face south.,,aip,AMDT 7/26,review,
506:2,506,Pushback Approved to Face Point 56,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1유도선을 따라 견인하여 Nose Gear를 Point 56에 정대시킨다.,The aircraft shall be pushed back to face north and then towed forward along taxilane R1 until its nosewheel is at spot 56.,,aip+tr,,review,
507:0,507,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R1 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R1 to face north.,,aip,AMDT 7/26,review,
507:1,507,Pushback Approved to Face Point 57,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R1유도선을 따라 견인하여 Nose Gear를 Point 57에 정대시킨다.,The aircraft shall be pushed back to face south and then towed forward along taxilane R1 until its nosewheel is at spot 57.,,aip+tr,,review,
507:2,507,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 RE 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RE to face east.,,aip,AMDT 7/26,review,
511:0,511,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip+tr,,review,
511:1,511,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
511:2,511,Pushback Approved to Face Point 51,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4유도선을 따라 견인하여 Nose Gear를 Point 51에 정대시킨다.,The aircraft shall be pushed back to face north and then towed forward along taxilane R4 until its nosewheel is at spot 51.,,aip+tr,,review,
512:0,512,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
512:1,512,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
513:0,513,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
513:1,513,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
514:0,514,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
514:1,514,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
515:0,515,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
515:1,515,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
516:0,516,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
516:1,516,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
516:2,516,Pushback Approved to Face Point 53,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4유도선을 따라 견인하여 Nose Gear를 Point 53에 정대시킨다.,The aircraft shall be pushed back to face north and then towed forward along taxilane R4 until its nosewheel is at spot 53.,,aip+tr,,review,
517:0,517,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
517:1,517,Pushback Approved to Face Point 52,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선을 따라 견인하여 Nose Gear를 Point 52에 정대시킨다.,The aircraft shall be pushed back to face south and then towed forward along taxilane R4 until its nosewheel is at spot 52.,,aip+tr,,review,
517:2,517,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 RW 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane RW to face west.,,aip,AMDT 7/26,review,
520:0,520,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치 및 M18을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R26 to face south, leaving taxilane M18 clear.",,aip+tr,AMDT 7/26,review,
521:0,521,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치 및 M18을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R26 to face south, leaving taxilane M18 clear.",,aip+tr,AMDT 7/26,review,
521:1,521,Pushback Approved to Point 41,항공기 기수방향이 북쪽을 향하도록 후방견인하여 Nose Gear를 Point41에 정대시킨다.,The aircraft shall be pushed back to face north and then towed forward until its nosewheel is at spot 41.,,aip,AMDT 7/26,review,
522:0,522,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치 및 M18을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R26 to face south, leaving taxilane M18 clear.",,aip+tr,AMDT 7/26,review,
522:1,522,Pushback Approved to Point 41,항공기 기수방향이 북쪽을 향하도록 후방견인하여 Nose Gear를 Point41에 정대시킨다.,The aircraft shall be pushed back to face north and then towed forward until its nosewheel is at spot 41.,,aip,AMDT 7/26,review,
522R:0,522R,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치 및 M18을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R26 to face south, leaving taxilane M18 clear.",,aip+tr,AMDT 7/26,review,
523:0,523,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치 및 M18을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R26 to face south, leaving taxilane M18 clear.",,aip+tr,AMDT 7/26,review,
523:1,523,Pushback Approved to Point 41,항공기 기수방향이 북쪽을 향하도록 후방견인하여 Nose Gear를 Point41에 정대시킨다.,The aircraft shall be pushed back to face north and then towed forward until its nosewheel is at spot 41.,,aip,AMDT 7/26,review,
524:0,524,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치 및 M18을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R26 to face south, leaving taxilane M18 clear.",,aip+tr,AMDT 7/26,review,
524:1,524,Pushback Approved to Point 41,항공기 기수방향이 북쪽을 향하도록 후방견인하여 Nose Gear를 Point41에 정대시킨다.,The aircraft shall be pushed back to face north and then towed forward until its nosewheel is at spot 41.,,aip,AMDT 7/26,review,
525:0,525,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R26 to face north.,,aip,AMDT 7/26,review,
525:1,525,Pushback Approved to Point 42,항공기 기수방향이 남쪽을 향하도록 후방견인하여 Nose Gear를 Point42에 정대시킨다.,The aircraft shall be pushed back to face south and then towed forward until its nosewheel is at spot 42.,,aip,AMDT 7/26,review,
526:0,526,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치 및 M19을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R26 to face north, leaving taxilane M19 clear.",,aip+tr,AMDT 7/26,review,
526:1,526,Pushback Approved to Point 42,항공기 기수방향이 남쪽을 향하도록 후방견인하여 Nose Gear를 Point42에 정대시킨다.,The aircraft shall be pushed back to face south then towed forward until its nosewheel is at spot 42.,,aip,AMDT 7/26,review,
527:0,527,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치 및 M19을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R26 to face north, leaving taxilane M19 clear.",,aip+tr,AMDT 7/26,review,
527:1,527,Pushback Approved to Point 42,항공기 기수방향이 남쪽을 향하도록 후방견인하여 Nose Gear를 Point42에 정대시킨다.,The aircraft shall be pushed back to face south then towed forward until its nosewheel is at spot 42.,,aip,AMDT 7/26,review,
528:0,528,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치 및 M19을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R26 to face north, leaving taxilane M19 clear.",,aip+tr,AMDT 7/26,review,
528:1,528,Pushback Approved to Point 42,항공기 기수방향이 남쪽을 향하도록 후방견인하여 Nose Gear를 Point42에 정대시킨다.,The aircraft shall be pushed back to face south then towed forward until its nosewheel is at spot 42.,,aip,AMDT 7/26,review,
528R:0,528R,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치 및 M19을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R26 to face north, leaving taxilane M19 clear.",,aip+tr,AMDT 7/26,review,
529:0,529,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치 및 M19을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R26 to face north, leaving taxilane M19 clear.",,aip+tr,AMDT 7/26,review,
530:0,530,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치 및 M19을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R26 to face north, leaving taxilane M19 clear.",,aip+tr,AMDT 7/26,review,
531:0,531,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치 및 M18을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R26 to face south, leaving taxilane M18 clear.",,aip+tr,AMDT 7/26,review,
532:0,532,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치 및 M18을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R26 to face south, leaving taxilane M18 clear.",,aip+tr,AMDT 7/26,review,
533:0,533,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치 및 M18을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R26 to face south, leaving taxilane M18 clear.",,aip+tr,AMDT 7/26,review,
533:1,533,Pushback Approved to Point 41,항공기 기수방향이 북쪽을 향하도록 후방견인하여 Nose Gear를 Point41에 정대시킨다.,The aircraft shall be pushed back to face north and then towed forward until its nosewheel is at spot 41.,,aip,AMDT 7/26,review,
534:0,534,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치 및 M19을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R26 to face north, leaving taxilane M19 clear.",,aip+tr,AMDT 7/26,review,
534:1,534,Pushback Approved to Point 42,항공기 기수방향이 남쪽을 향하도록 후방견인하여 Nose Gear를 Point42에 정대시킨다.,The aircraft shall be pushed back to face south and then towed forward until its nosewheel is at spot 42.,,aip,AMDT 7/26,review,
535:0,535,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치 및 M19을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R26 to face north, leaving taxilane M19 clear.",,aip+tr,AMDT 7/26,review,
536:0,536,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R26 유도선에 위치 및 M19을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R26 to face north, leaving taxilane M19 clear.",,aip+tr,AMDT 7/26,review,
541:0,541,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
541:1,541,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
542:0,542,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
542:1,542,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
543:0,543,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
543:1,543,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
544:0,544,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
544:1,544,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
544:2,544,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 M18 유도선에 위치하도록 푸쉬백한다. * A380 WEST 불가,The aircraft shall be pushed back onto taxilane M18 to face east. * Pushback to face west is not available for the A380.,,tr,,review,
544:3,544,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 M18 유도선에 위치하도록 푸쉬백한다. * A380 WEST 불가,The aircraft shall be pushed back onto taxilane M18 to face west. * This pushback is not available for the A380.,,tr,,review,
545:0,545,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치 및 M19을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R4 to face north, leaving taxilane M19 clear.",,aip+tr,AMDT 7/26,review,
545:1,545,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 M19 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane M19 to face east.,,tr,,review,
545:2,545,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 M19 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane M19 to face west.,,tr,,review,
545:3,545,Pushback Approved to Point 43,항공기 기수방향이 남쪽을 향하도록 후방견인하여 Nose Gear를 Point 43에 정대시킨다.,The aircraft shall be pushed back to face south and then towed forward until its nosewheel is at spot 43.,,aip,AMDT 7/26,review,
546:0,546,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치 및 M19을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R4 to face north, leaving taxilane M19 clear.",,aip+tr,AMDT 7/26,review,
546:1,546,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 M19 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane M19 to face east.,,tr,,review,
546:2,546,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 M19 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane M19 to face west.,,tr,,review,
547:0,547,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치 및 M19을 개방하도록 길게 푸쉬백한다.,"The aircraft shall be pushed back onto taxilane R4 to face north, leaving taxilane M19 clear.",,aip+tr,AMDT 7/26,review,
547:1,547,Pushback Approved to Face East,항공기 기수방향이 동쪽을 향하게 하고 Nose Gear 및 동체가 M19 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane M19 to face east.,,tr,,review,
547:2,547,Pushback Approved to Face West,항공기 기수방향이 서쪽을 향하게 하고 Nose Gear 및 동체가 M19 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane M19 to face west.,,tr,,review,
547:3,547,Pushback Approved to Point 43,항공기 기수방향이 동쪽을 향하도록 후방견인 후 기수방향이 남쪽을 향하도록 Nose Gear를 Point 43에 정대시킨다.,The aircraft shall be pushed back to face east and then repositioned to face south until its nosewheel is at spot 43.,,aip+tr,AMDT 7/26,review,
551:0,551,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
551:1,551,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
552:0,552,Pushback Approved to Face South,항공기 기수방향이 남쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face south.,,aip,AMDT 7/26,review,
552:1,552,Pushback Approved to Face North,항공기 기수방향이 북쪽을 향하게 하고 Nose Gear 및 동체가 R4 유도선에 위치하도록 푸쉬백한다.,The aircraft shall be pushed back onto taxilane R4 to face north.,,aip,AMDT 7/26,review,
